soldierId,bestSoldierPerc
48012,0.8860835
48013,0.856604
48014,0.3634195
48015,0.28897816
48016,0.4339514
48017,0.11104581
48018,0.49332723
48019,0.27352875
48020,0.98161304
48021,0.3187961
48022,0.23681623
48023,0.7682692
48024,0.91633403
48025,0.7843202
48026,0.7125038
48027,0.7010848
48028,-0.0013818443
48029,0.34203842
48030,0.5899408
48031,0.03713146
48032,0.9143832
48033,0.51738393
48034,0.65790427
48035,0.9240357
48036,0.93354213
48037,0.82408285
48038,0.7731535
48039,0.28741062
48040,0.19399625
48041,0.04325685
48042,0.94683635
48043,0.46374446
48044,0.52224517
48045,1.0134652
48046,0.90364796
48047,0.8301827
48048,0.6949497
48049,0.94012785
48050,0.17491555
48051,0.1894508
48052,0.25890952
48053,0.054627538
48054,0.8711194
48055,0.11894083
48056,0.8590789
48057,0.43503764
48058,0.62178004
48059,0.79328644
48060,0.73433834
48061,0.76715404
48062,0.37883732
48063,0.12027761
48064,0.1171101
48065,0.5012014
48066,0.22144824
48067,0.085831344
48068,0.6175665
48069,0.78598094
48070,0.7489853
48071,0.86262834
48072,0.05842164
48073,0.89247173
48074,0.114186734
48075,0.49157023
48076,0.5557472
48077,0.51424456
48078,0.25895748
48079,0.08640802
48080,0.002072215
48081,0.7299731
48082,0.2514299
48083,0.117023885
48084,0.22983262
48085,0.42142585
48086,0.017207861
48087,0.6357182
48088,0.1799404
48089,0.37368342
48090,0.38794917
48091,0.9863312
48092,0.40291697
48093,0.7509818
48094,0.399344
48095,0.69500816
48096,0.8817724
48097,0.9641361
48098,0.68991226
48099,0.90863657
48100,0.23695505
48101,0.3381875
48102,0.7784518
48103,0.009122074
48104,0.9753027
48105,0.7053211
48106,0.32058987
48107,0.10807529
48108,0.7883773
48109,0.1820907
48110,0.11374256
48111,0.34514314
48112,0.9519887
48113,0.78218603
48114,0.7572079
48115,0.9584805
48116,0.3978797
48117,0.8988994
48118,0.6490997
48119,0.2092337
48120,0.21792078
48121,0.606681
48122,0.6415373
48123,0.030019194
48124,0.92888194
48125,0.107736856
48126,0.14968258
48127,0.42678523
48128,0.037565976
48129,0.7213769
48130,0.10647851
48131,0.6881909
48132,0.95639086
48133,0.4389574
48134,0.81099397
48135,0.646622
48136,0.91739
48137,0.1754916
48138,0.014378279
48139,0.5390991
48140,0.23211455
48141,0.25337985
48142,0.77863324
48143,0.5950864
48144,0.9120603
48145,0.42409855
48146,0.8856394
48147,0.1058107
48148,0.4702149
48149,0.011552572
48150,0.94257426
48151,0.50203174
48152,0.5774136
48153,0.28021842
48154,0.8379127
48155,0.35463536
48156,0.8642304
48157,0.7758217
48158,0.83577406
48159,0.399076
48160,0.26933396
48161,0.25497362
48162,0.85107875
48163,0.121488154
48164,0.8776353
48165,0.20480949
48166,0.62301546
48167,0.96201915
48168,0.53122544
48169,0.8569919
48170,0.32196617
48171,0.6334066
48172,0.30898085
48173,0.70698065
48174,0.23898903
48175,1.020421
48176,0.8001969
48177,0.95090145
48178,0.7041173
48179,0.5366284
48180,0.6519004
48181,0.84383047
48182,0.5012942
48183,0.08927238
48184,0.0155335665
48185,0.059562027
48186,0.9244946
48187,0.023966074
48188,0.7671443
48189,0.4792099
48190,0.53131634
48191,0.12838152
48192,0.027967542
48193,0.103489995
48194,0.51619506
48195,0.01818028
48196,0.13617185
48197,0.8723171
48198,0.1106464
48199,0.27112186
48200,0.30289972
48201,0.9697965
48202,0.25609133
48203,0.0045976043
48204,0.94503003
48205,0.9237243
48206,0.9094151
48207,0.1295043
48208,0.06587297
48209,0.91759384
48210,0.7008866
48211,0.89792037
48212,0.29165643
48213,0.07557896
48214,0.10048351
48215,0.7733836
48216,0.4184556
48217,0.8433132
48218,0.17230377
48219,0.49631393
48220,0.0061080754
48221,0.8530285
48222,0.6058587
48223,0.18368861
48224,0.96633554
48225,0.96779406
48226,0.8194747
48227,0.93139035
48228,0.8955289
48229,0.7227211
48230,0.93132436
48231,0.059136838
48232,0.5682647
48233,0.94743025
48234,0.6070117
48235,0.5512662
48236,0.36605912
48237,0.86167336
48238,0.93918645
48239,0.46801066
48240,0.2573947
48241,0.043691695
48242,0.28479993
48243,0.18930575
48244,0.22745901
48245,0.83290935
48246,0.8036337
48247,0.4486417
48248,0.41791236
48249,0.9653542
48250,0.5803022
48251,0.35503536
48252,0.55740684
48253,0.26736382
48254,0.3400184
48255,0.40864286
48256,0.9076551
48257,0.7225214
48258,0.1838291
48259,0.21699855
48260,0.22660467
48261,0.46401882
48262,0.20945504
48263,0.09635684
48264,0.7479011
48265,0.40146327
48266,0.9848591
48267,0.6646309
48268,0.51361686
48269,0.3438384
48270,0.2197321
48271,0.09951678
48272,0.4056133
48273,0.016738832
48274,0.78004813
48275,0.92370313
48276,0.26045024
48277,0.820316
48278,0.9530066
48279,0.16360891
48280,0.23232934
48281,0.74905884
48282,0.926203
48283,0.24990152
48284,0.282588
48285,0.08641809
48286,0.058243364
48287,0.51937664
48288,0.7991741
48289,0.68700755
48290,0.7386069
48291,0.7415891
48292,0.45794976
48293,0.92002904
48294,0.5090732
48295,0.85619915
48296,0.8370247
48297,0.87898606
48298,0.7827921
48299,0.31152385
48300,0.54549605
48301,0.72859174
48302,0.8307708
48303,0.39604047
48304,0.40354046
48305,0.034261793
48306,0.12249681
48307,0.8109873
48308,0.24388528
48309,0.159383
48310,0.8287898
48311,0.8606845
48312,0.66202784
48313,0.050813496
48314,0.017281592
48315,0.94873893
48316,0.92373455
48317,0.96600676
48318,0.12942475
48319,0.7061244
48320,0.7576109
48321,0.01606384
48322,0.41039592
48323,0.110432416
48324,0.14911067
48325,0.24116504
48326,0.17473927
48327,0.17222077
48328,0.17092824
48329,0.15761086
48330,0.17437911
48331,0.7575955
48332,0.94057214
48333,0.65000576
48334,0.07736987
48335,0.6894827
48336,0.8420963
48337,0.6617772
48338,0.39294705
48339,0.5769268
48340,0.7222301
48341,0.72567594
48342,0.20076543
48343,0.15436634
48344,0.0140915215
48345,1.0036945
48346,0.6266374
48347,0.90249234
48348,0.0892424
48349,0.31964928
48350,0.576362
48351,0.8195168
48352,0.02629131
48353,0.20980203
48354,0.8421854
48355,0.06785861
48356,0.92049485
48357,0.93339944
48358,0.9351746
48359,0.87707007
48360,0.32434464
48361,0.8659298
48362,0.45444226
48363,0.83510697
48364,0.6344011
48365,0.28044242
48366,0.15650496
48367,1.0046035
48368,0.21374431
48369,0.8374764
48370,0.5197824
48371,0.9927348
48372,0.72650576
48373,0.65366817
48374,0.109362006
48375,0.26066464
48376,0.9759224
48377,0.5247847
48378,0.78386223
48379,0.3553325
48380,0.402219
48381,0.8465624
48382,0.66744035
48383,0.0008173287
48384,0.3638256
48385,0.15167314
48386,0.5810361
48387,0.17214078
48388,0.11210555
48389,0.22184211
48390,0.11681783
48391,0.14521876
48392,0.25168276
48393,0.52737653
48394,0.48324
48395,0.55916554
48396,0.539416
48397,0.81975985
48398,0.6723842
48399,0.29099917
48400,0.98482895
48401,0.37704232
48402,0.014801979
48403,0.7244804
48404,0.6814955
48405,0.9245039
48406,0.72951573
48407,0.88805854
48408,0.38140523
48409,0.9149078
48410,1.0155971
48411,0.27549374
48412,0.19492465
48413,0.9915242
48414,0.8511477
48415,0.41956213
48416,0.51977307
48417,0.92475206
48418,0.0242531
48419,0.9263054
48420,0.88699377
48421,0.18107656
48422,0.38050732
48423,0.8952311
48424,0.012565404
48425,0.7295598
48426,0.91723156
48427,0.21727878
48428,0.34722805
48429,0.6847536
48430,0.6796367
48431,0.49673513
48432,0.78552866
48433,0.44224793
48434,0.4831651
48435,0.37806943
48436,0.58077437
48437,0.51343656
48438,0.22396195
48439,0.8641867
48440,0.933383
48441,0.24234645
48442,0.66292036
48443,0.9218732
48444,0.5625838
48445,0.8082135
48446,0.2186591
48447,0.071564466
48448,0.6462641
48449,0.9615636
48450,0.118551046
48451,0.30304763
48452,0.44002146
48453,0.061645925
48454,0.120891154
48455,0.2869413
48456,0.95622087
48457,0.4017074
48458,0.61388034
48459,0.6938757
48460,0.09144297
48461,0.08113003
48462,0.8827715
48463,0.50176835
48464,0.17245445
48465,0.2827878
48466,0.31195647
48467,0.7298831
48468,0.9073043
48469,0.009705991
48470,0.20289111
48471,0.6249695
48472,0.049476355
48473,0.02769953
48474,0.8803108
48475,0.11913213
48476,0.41657278
48477,0.5332883
48478,0.6695561
48479,0.024919719
48480,0.33565223
48481,0.84492326
48482,0.76761633
48483,0.030317694
48484,0.5850736
48485,0.5428967
48486,0.31029415
48487,0.10386884
48488,0.05713111
48489,0.7838383
48490,0.96192384
48491,0.9158766
48492,0.7225482
48493,0.390786
48494,0.18447602
48495,0.70236087
48496,0.548894
48497,0.2788654
48498,0.7986897
48499,0.63639635
48500,0.24844915
48501,0.92459464
48502,0.032475203
48503,0.47143888
48504,0.5929481
48505,0.49962738
48506,0.33769226
48507,0.23551348
48508,0.037056595
48509,0.33873296
48510,0.4048332
48511,0.41191724
48512,0.9275832
48513,0.28939062
48514,0.27464995
48515,0.95356774
48516,0.06844133
48517,0.88351107
48518,0.91901886
48519,0.1392043
48520,0.31400746
48521,0.50962377
48522,0.35256702
48523,0.8108262
48524,0.23207492
48525,0.52625847
48526,0.73509717
48527,0.17498446
48528,0.21393982
48529,0.8211283
48530,0.73757356
48531,0.75775135
48532,0.40174258
48533,0.03562656
48534,0.20578596
48535,0.528777
48536,0.9078196
48537,0.19281864
48538,0.39911056
48539,0.079172224
48540,0.20343086
48541,0.45663095
48542,0.76500773
48543,0.42084497
48544,0.8846553
48545,0.85440326
48546,0.64625376
48547,0.73057413
48548,0.65323234
48549,0.9528367
48550,0.94335437
48551,0.3727191
48552,0.11739257
48553,0.91041946
48554,0.40008515
48555,0.85285175
48556,0.65649295
48557,0.6072643
48558,0.3742556
48559,0.2658646
48560,0.70701265
48561,0.672757
48562,0.41124183
48563,0.7856407
48564,0.5998101
48565,0.06720546
48566,0.24761757
48567,0.5141662
48568,0.08012357
48569,0.40531772
48570,0.15221015
48571,0.4233014
48572,0.36627194
48573,1.0036397
48574,0.16704512
48575,0.7762134
48576,0.07383463
48577,0.77281356
48578,0.321753
48579,0.370186
48580,0.004055798
48581,0.9143224
48582,0.88273466
48583,0.8024768
48584,0.18791154
48585,0.56017506
48586,0.13308907
48587,0.3888632
48588,0.5840774
48589,0.7752881
48590,0.28205842
48591,0.85856044
48592,0.3581911
48593,0.39052096
48594,0.20914787
48595,0.9067892
48596,0.526999
48597,0.32181913
48598,0.9060129
48599,0.13976273
48600,0.86709523
48601,0.84011567
48602,0.37104386
48603,0.8842598
48604,0.5334088
48605,0.12840816
48606,0.043742746
48607,0.29249397
48608,0.46335396
48609,0.21941015
48610,0.15942767
48611,0.88879967
48612,0.9091325
48613,0.44075266
48614,0.19150275
48615,0.6781541
48616,-0.0008702278
48617,0.37401652
48618,0.3624099
48619,0.92902935
48620,0.77011144
48621,0.46437472
48622,0.7253547
48623,0.007579744
48624,0.15877953
48625,0.65175724
48626,0.6805885
48627,0.03931147
48628,0.691059
48629,0.3814966
48630,0.6223253
48631,0.076472074
48632,0.284477
48633,0.85194945
48634,0.03936273
48635,0.7536806
48636,0.57024556
48637,0.9378331
48638,0.35963053
48639,0.24341452
48640,0.4730155
48641,0.9521524
48642,0.6713093
48643,0.029223442
48644,0.84723735
48645,0.39685202
48646,0.40905994
48647,0.12457144
48648,0.5612961
48649,0.80777264
48650,0.90439767
48651,0.092472136
48652,0.34153032
48653,0.7929474
48654,0.7924365
48655,0.44419968
48656,0.55669564
48657,0.04386732
48658,0.42853713
48659,0.03745091
48660,0.6853391
48661,0.16613567
48662,0.24298172
48663,0.57369465
48664,0.9219818
48665,0.5443174
48666,0.1164442
48667,0.04679361
48668,0.43189287
48669,0.017032057
48670,0.41692844
48671,0.3633306
48672,0.17639074
48673,0.7440401
48674,0.20234966
48675,0.8503516
48676,0.48969808
48677,0.6726485
48678,0.37742555
48679,0.009400427
48680,0.025470048
48681,0.17473534
48682,0.2749884
48683,0.02474606
48684,0.33871114
48685,0.8845854
48686,0.5553608
48687,0.39049527
48688,0.3493676
48689,0.65796024
48690,0.7439408
48691,0.3683751
48692,0.18960798
48693,0.8945295
48694,0.18609771
48695,0.36719865
48696,0.106610775
48697,0.89892006
48698,0.9072088
48699,0.9035954
48700,0.9498242
48701,0.9367069
48702,0.20653117
48703,0.73902917
48704,0.9340075
48705,0.37480283
48706,0.9236379
48707,0.31274986
48708,0.07251215
48709,0.46478206
48710,0.45088843
48711,0.74382997
48712,0.4667086
48713,0.80442536
48714,0.560525
48715,0.19752467
48716,0.48846558
48717,0.7989677
48718,0.69987035
48719,0.39286304
48720,0.31438357
48721,0.85320795
48722,0.19412053
48723,0.34004265
48724,0.9229275
48725,0.6705967
48726,0.6270919
48727,0.84345824
48728,0.9751743
48729,0.7412826
48730,0.20511895
48731,0.18576375
48732,0.8170793
48733,1.0641026
48734,0.5024607
48735,0.83947396
48736,0.21420354
48737,0.79311895
48738,0.75650275
48739,0.24348892
48740,0.09750411
48741,0.8326818
48742,0.50926185
48743,0.2891581
48744,0.6487123
48745,0.8358705
48746,0.95238245
48747,0.014420271
48748,0.37081265
48749,0.25575495
48750,0.33946344
48751,0.075725794
48752,0.73147875
48753,0.91205585
48754,0.8640021
48755,0.5380361
48756,0.85561347
48757,0.453451
48758,0.024741352
48759,0.4912968
48760,0.8635711
48761,0.13787103
48762,0.033710152
48763,0.26296753
48764,0.024301827
48765,0.8589369
48766,0.23379797
48767,0.76972425
48768,0.37407145
48769,0.4106377
48770,0.70102936
48771,0.36537287
48772,0.93046606
48773,0.05967596
48774,0.2247802
48775,0.07459894
48776,0.63239425
48777,0.767128
48778,0.223744
48779,0.49364474
48780,0.61059326
48781,0.44543782
48782,0.10131347
48783,0.34854853
48784,0.93512666
48785,0.12119421
48786,0.1370405
48787,0.38657293
48788,0.93469584
48789,0.1355772
48790,0.74715984
48791,0.29681635
48792,0.9142058
48793,0.73302895
48794,0.105379164
48795,0.11602679
48796,0.7081095
48797,0.32728213
48798,0.36418897
48799,0.39554164
48800,0.3103202
48801,0.81397337
48802,0.6708679
48803,0.9605706
48804,0.22303164
48805,0.3682472
48806,0.39445928
48807,0.42031285
48808,0.22399658
48809,0.154748
48810,0.080296755
48811,0.2920562
48812,0.9041486
48813,0.24701682
48814,0.40144268
48815,0.11115861
48816,0.9793937
48817,0.24357474
48818,0.5272612
48819,0.57168025
48820,0.24460061
48821,0.965876
48822,0.663813
48823,0.40776944
48824,0.569395
48825,0.7161434
48826,0.4623756
48827,0.068918705
48828,0.66023505
48829,0.4745581
48830,0.46657813
48831,0.90506893
48832,0.92754513
48833,0.17706954
48834,0.95522773
48835,0.9724816
48836,0.93493193
48837,0.7229879
48838,0.89081466
48839,0.1788418
48840,0.110883474
48841,0.14068207
48842,0.8664906
48843,0.6205868
48844,0.8582256
48845,0.9158027
48846,0.013825208
48847,0.90258527
48848,0.76708305
48849,1.001083
48850,0.9100363
48851,0.59951186
48852,0.34897935
48853,0.5387202
48854,0.6131332
48855,0.15159702
48856,0.39378163
48857,0.864835
48858,0.07667777
48859,0.0774287
48860,0.48745352
48861,0.11050421
48862,0.5067771
48863,0.22746608
48864,0.8165889
48865,0.9523594
48866,0.913398
48867,0.019051999
48868,0.32190776
48869,0.8583553
48870,0.28011125
48871,0.16423127
48872,0.7238431
48873,0.68350357
48874,0.026078999
48875,0.3751912
48876,0.36573368
48877,0.13859221
48878,0.6258277
48879,0.81682813
48880,1.0055966
48881,0.2478958
48882,-0.0036649704
48883,0.39975852
48884,0.18365514
48885,0.6420047
48886,0.95091295
48887,0.04742357
48888,0.7240531
48889,0.87441635
48890,0.087593615
48891,0.89929926
48892,0.03276956
48893,0.3552951
48894,0.9244742
48895,0.34811604
48896,0.15163347
48897,0.99796015
48898,0.92793345
48899,0.617917
48900,0.80289555
48901,0.80340797
48902,0.21480432
48903,0.35626394
48904,0.9545829
48905,0.91566384
48906,0.51839906
48907,0.92987424
48908,0.9494599
48909,0.14945301
48910,0.49174213
48911,0.5823819
48912,0.3542825
48913,0.2114039
48914,0.39996922
48915,0.8873883
48916,0.1322301
48917,0.8878627
48918,0.27372575
48919,0.84997714
48920,0.9585557
48921,0.48064148
48922,0.09856582
48923,0.05286473
48924,0.09436524
48925,0.5266182
48926,0.3629343
48927,0.6689777
48928,0.9151144
48929,0.5751749
48930,0.9879967
48931,0.33480644
48932,0.31283915
48933,0.8059325
48934,0.3118222
48935,0.39308
48936,0.47210005
48937,0.1427826
48938,0.39404035
48939,0.09820983
48940,0.021140605
48941,0.19895867
48942,0.7878796
48943,0.21327606
48944,0.64373016
48945,0.84078294
48946,0.008616149
48947,0.7556202
48948,0.08009571
48949,0.24387713
48950,0.62206876
48951,0.9305477
48952,0.9477496
48953,0.93658936
48954,0.95813525
48955,0.6201294
48956,0.90671957
48957,0.9513545
48958,0.8158237
48959,0.451077
48960,0.8882787
48961,0.96091366
48962,0.8957788
48963,0.9454628
48964,0.9027033
48965,0.9211421
48966,0.2521044
48967,0.96022654
48968,0.8707818
48969,0.80489576
48970,0.5961603
48971,0.7962299
48972,0.8388256
48973,0.021753818
48974,0.77056545
48975,0.7955927
48976,0.20246074
48977,0.79863584
48978,0.10542676
48979,0.67389435
48980,0.81359744
48981,0.9865191
48982,0.007983416
48983,0.3130392
48984,0.7445556
48985,0.4965487
48986,0.634517
48987,0.91415215
48988,0.15261376
48989,0.6913073
48990,0.15669075
48991,0.6392576
48992,0.6540916
48993,0.56059194
48994,0.10758498
48995,0.43698967
48996,0.03073427
48997,0.63833106
48998,0.73463273
48999,0.31717652
49000,0.031080753
49001,0.9146528
49002,0.0030294955
49003,0.4266041
49004,0.03542468
49005,0.062027484
49006,0.11105129
49007,0.6902775
49008,0.82769454
49009,0.99575746
49010,0.06570098
49011,0.75641763
49012,0.4092742
49013,0.13008234
49014,0.39758453
49015,0.10678667
49016,0.31063455
49017,0.05268711
49018,0.26601654
49019,0.95073307
49020,0.24134684
49021,0.9120716
49022,0.84978783
49023,0.8743814
49024,0.11649898
49025,0.93409395
49026,0.24061555
49027,0.8937409
49028,0.9307015
49029,0.10825208
49030,0.16962165
49031,0.19905269
49032,0.34529704
49033,0.7052125
49034,0.7336725
49035,0.29074562
49036,0.2858382
49037,0.72565013
49038,0.7759047
49039,0.26333585
49040,0.9249414
49041,0.13830668
49042,0.01985845
49043,0.6704035
49044,0.3298686
49045,0.68867147
49046,0.38326615
49047,0.5178254
49048,0.88984513
49049,0.15743226
49050,0.2813177
49051,0.9243219
49052,0.79004526
49053,0.17401308
49054,0.755708
49055,0.9127697
49056,0.31689703
49057,0.6897004
49058,0.49564278
49059,0.36137837
49060,0.09151155
49061,0.28280213
49062,0.98723996
49063,0.9123491
49064,0.4001576
49065,0.4463825
49066,0.19306365
49067,0.16719404
49068,0.46975732
49069,0.008216649
49070,0.49156788
49071,0.74115974
49072,0.79071355
49073,0.6343409
49074,0.5907484
49075,0.6842617
49076,0.91816664
49077,0.39538977
49078,0.57434666
49079,0.28454545
49080,0.031177163
49081,0.15765285
49082,0.9586017
49083,0.29375464
49084,0.6663888
49085,0.5072915
49086,0.22279665
49087,0.020001233
49088,0.37396988
49089,0.5245474
49090,0.9196789
49091,0.27408066
49092,0.018441886
49093,0.6468125
49094,0.067625105
49095,0.0955821
49096,0.30322915
49097,0.009156197
49098,0.9655398
49099,0.9401051
49100,0.1912601
49101,0.23630548
49102,0.7505484
49103,0.79046917
49104,0.41751882
49105,0.0025762618
49106,0.21717814
49107,0.8204243
49108,0.8951474
49109,0.050046325
49110,0.7003176
49111,0.64945453
49112,0.6105604
49113,0.23718801
49114,0.038077265
49115,0.31112212
49116,0.1517852
49117,0.07784292
49118,0.82974494
49119,0.43157312
49120,0.6508171
49121,0.43198013
49122,0.52039045
49123,0.67841566
49124,0.2839114
49125,0.20324996
49126,0.6185669
49127,0.28927183
49128,0.063800335
49129,0.7119405
49130,0.6094178
49131,0.88195777
49132,0.088422835
49133,0.24013072
49134,0.46438032
49135,0.39952487
49136,0.11234972
49137,0.7365973
49138,0.7936488
49139,0.89115614
49140,0.03307405
49141,0.10040423
49142,0.8954731
49143,0.8886713
49144,0.87687373
49145,0.9323916
49146,0.26344547
49147,0.8820815
49148,0.5786156
49149,0.17669654
49150,0.4809532
49151,0.40433103
49152,0.08437121
49153,0.08123633
49154,0.89150834
49155,0.1226536
49156,0.6972467
49157,0.66592234
49158,0.04417792
49159,0.70107716
49160,0.9788998
49161,0.45141006
49162,0.7185357
49163,0.6238224
49164,0.12123671
49165,0.16675368
49166,0.024839759
49167,0.68111026
49168,0.9852667
49169,0.22936493
49170,0.60197634
49171,0.28792197
49172,0.31481495
49173,0.63643366
49174,0.619984
49175,0.1945245
49176,0.25309813
49177,0.9521524
49178,0.6904515
49179,0.035914034
49180,0.888626
49181,0.39036542
49182,0.52277243
49183,0.7860379
49184,0.011560231
49185,0.86439985
49186,0.50620776
49187,0.06478208
49188,0.134749
49189,0.066387326
49190,0.36486575
49191,0.2356047
49192,0.40009952
49193,0.20028704
49194,0.36254686
49195,0.3135524
49196,0.9178573
49197,0.7042352
49198,0.68788266
49199,0.115252316
49200,0.91632235
49201,0.3078822
49202,0.9576208
49203,0.30910814
49204,0.49333522
49205,0.117225885
49206,0.047091037
49207,0.96244645
49208,0.5229508
49209,0.77957785
49210,0.7186112
49211,0.9637705
49212,0.33313918
49213,0.8775736
49214,0.55443436
49215,0.5999955
49216,0.012327582
49217,0.13453633
49218,0.579573
49219,0.2255786
49220,0.5707415
49221,0.97468364
49222,0.28811556
49223,0.7834821
49224,0.8375442
49225,0.7347555
49226,0.107088745
49227,0.08486077
49228,0.2919361
49229,0.13784951
49230,0.095139176
49231,0.7728542
49232,0.21086282
49233,0.20377088
49234,0.96841395
49235,0.037777245
49236,0.666712
49237,0.9743471
49238,0.16079673
49239,0.91064715
49240,0.17664662
49241,0.89358217
49242,0.28987777
49243,0.18314576
49244,0.16316357
49245,0.5200777
49246,0.799932
49247,0.3266539
49248,0.11372045
49249,0.73974824
49250,0.27892905
49251,0.19595537
49252,0.14971364
49253,0.41170722
49254,0.84389603
49255,0.70241046
49256,0.8923125
49257,0.08918998
49258,0.03193876
49259,0.99969333
49260,0.95123893
49261,0.8730832
49262,0.6276926
49263,0.918846
49264,0.76677024
49265,0.5069032
49266,0.84155107
49267,0.8204028
49268,0.38922358
49269,0.20337036
49270,0.53532875
49271,0.5821781
49272,0.45332286
49273,0.9406867
49274,0.89469725
49275,0.8367633
49276,0.95796686
49277,0.69757766
49278,0.22136432
49279,0.19396979
49280,0.28359336
49281,0.90902203
49282,0.52726984
49283,0.60366035
49284,0.4069942
49285,0.18293124
49286,0.2448618
49287,0.6344738
49288,0.25286597
49289,0.86846745
49290,0.42448473
